depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
M. Régis Juanico,SOC,422,20/03/2018,absent,False,FI,Scrutin n° 422 du 20/03/2018 : l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,422,20/03/2018,absent,False,FI,Scrutin n° 422 du 20/03/2018 : l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,422,20/03/2018,absent,False,FI,Scrutin n° 422 du 20/03/2018 : l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,422,20/03/2018,absent,False,FI,Scrutin n° 422 du 20/03/2018 : l'amendement n° 26 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Valéria Faure-Muntian,LAREM,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Jean-Michel Mis,LAREM,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Nathalie Sarles,LAREM,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Dino Cinieri,LR,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Régis Juanico,SOC,419,20/03/2018,pour,False,Gouvernement,Scrutin n° 419 du 20/03/2018 : l'ensemble du projet de loi organique relatif à la consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie (première lecture).,"Outre-mer : consultation sur l'accession à la pleine souveraineté de la Nouvelle-Calédonie	
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Jean-Michel Mis,LAREM,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,423,21/03/2018,absent,False,FI,Scrutin n° 423 du 21/03/2018 : l'amendement n° 14 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,425,21/03/2018,contre,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,425,21/03/2018,absent,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,425,21/03/2018,absent,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,425,21/03/2018,absent,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,425,21/03/2018,absent,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,425,21/03/2018,absent,False,FI,Scrutin n° 425 du 21/03/2018 : l'amendement n° 31 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,424,21/03/2018,pour,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,424,21/03/2018,absent,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,424,21/03/2018,absent,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,424,21/03/2018,absent,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,424,21/03/2018,absent,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,424,21/03/2018,absent,False,FI,Scrutin n° 424 du 21/03/2018 : l'amendement n° 17 de M. Lachaud à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,426,21/03/2018,contre,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,426,21/03/2018,absent,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,426,21/03/2018,absent,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,426,21/03/2018,absent,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,426,21/03/2018,absent,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,426,21/03/2018,absent,False,LR,Scrutin n° 426 du 21/03/2018 : l'amendement n° 167 de Mme Marianne Dubois à l'article 2 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,429,22/03/2018,absent,False,GDR,Scrutin n° 429 du 22/03/2018 : l'amendement n° 196 de M. Chassaigne à l'article 9 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,428,22/03/2018,contre,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,428,22/03/2018,absent,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,428,22/03/2018,absent,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,428,22/03/2018,absent,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,428,22/03/2018,absent,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,428,22/03/2018,absent,False,LR,Scrutin n° 428 du 22/03/2018 : l'amendement n° 47 M. de la Verpillière à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,430,22/03/2018,absent,False,LR,Scrutin n° 430 du 22/03/2018 : l'amendement n°357 de Mme Dubois après l'article 11 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,432,22/03/2018,absent,False,Gouvernement,Scrutin n° 432 du 22/03/2018 : l'amendement n° 170 de la commission des lois et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,427,22/03/2018,contre,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,427,22/03/2018,absent,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,427,22/03/2018,absent,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,427,22/03/2018,absent,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,427,22/03/2018,absent,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,427,22/03/2018,absent,False,SOC,Scrutin n° 427 du 22/03/2018 : l'amendement n° 162 M. Pueyo à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,431,22/03/2018,absent,False,GDR,Scrutin n° 431 du 22/03/2018 : l'amendement n° 195 de M. Chassaigne et l'amendement identique suivant à l'article 18 du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,433,27/03/2018,pour,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Valéria Faure-Muntian,LAREM,433,27/03/2018,pour,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Jean-Michel Mis,LAREM,433,27/03/2018,pour,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
Mme Nathalie Sarles,LAREM,433,27/03/2018,pour,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Dino Cinieri,LR,433,27/03/2018,abstention,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Régis Juanico,SOC,433,27/03/2018,abstention,False,Gouvernement,Scrutin n° 433 du 27/03/2018 : l'ensemble du projet de loi relatif à la programmation militaire pour les années 2019 à 2025 et portant diverses dispositions intéressant la défense (première lecture).,"Défense : programmation militaire pour les années 2019 à 2025
",Scrutins solennels sur l'ensemble d'un texte,loi
M. Jean-Michel Mis,LAREM,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
