depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
Mme Valéria Faure-Muntian,LAREM,1360,08/11/2018,absent,False,,Scrutin n° 1360 du 08/11/2018 : l'amendement n° 708 de M. Descoeur et les amendements identiques suivants à l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1361,08/11/2018,absent,False,,Scrutin n° 1361 du 08/11/2018 : l'amendement n° 1298 de M. Jean-Louis Bricout après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1362,08/11/2018,absent,False,,Scrutin n° 1362 du 08/11/2018 : l'amendement n° 709 de M. Descoeur et les amendements identiques suivants après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1366,09/11/2018,absent,False,,Scrutin n° 1366 du 09/11/2018 : l'amendement n° 1439 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1367,09/11/2018,absent,False,,Scrutin n° 1367 du 09/11/2018 : l'amendement n° 1441 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1369,09/11/2018,absent,False,,Scrutin n° 1369 du 09/11/2018 : l'amendement n° 1388 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1364,08/11/2018,absent,False,,Scrutin n° 1364 du 08/11/2018 : l'amendement n° 1218 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1371,09/11/2018,absent,False,,Scrutin n° 1371 du 09/11/2018 : l'amendement n° 1440 de M. Viry à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1370,09/11/2018,absent,False,,Scrutin n° 1370 du 09/11/2018 : l'amendement n° 1479 de Mme de Vaucouleurs à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1373,09/11/2018,absent,False,,Scrutin n° 1373 du 09/11/2018 : l'amendement n° 1498 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1372,09/11/2018,absent,False,,Scrutin n° 1372 du 09/11/2018 : l'amendement n° 1380 de M. Vallaud à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1375,09/11/2018,absent,False,,Scrutin n° 1375 du 09/11/2018 : l'amendement n° 833 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
M. Julien Borowczyk,LAREM,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
M. Régis Juanico,SOC,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
Mme Nathalie Sarles,LAREM,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
M. Dino Cinieri,LR,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
Mme Valéria Faure-Muntian,LAREM,1374,09/11/2018,absent,False,Gouvernement,Scrutin n° 1374 du 09/11/2018 : les crédits de la mission Travail et emploi à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,autre
M. Jean-Michel Mis,LAREM,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1376,09/11/2018,absent,False,,Scrutin n° 1376 du 09/11/2018 : l'amendement n° 840 de M. Jean-Louis Bricout à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Cohésion des territoires (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,1363,08/11/2018,absent,False,,Scrutin n° 1363 du 08/11/2018 : l'amendement n° 1217 de Mme Taurine après l'article 81 de la seconde partie du projet de loi de finances pour 2019 - Mission Relations avec les collectivités territoriales (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,1368,09/11/2018,absent,False,,Scrutin n° 1368 du 09/11/2018 : l'amendement n° 1355 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,1368,09/11/2018,absent,False,,Scrutin n° 1368 du 09/11/2018 : l'amendement n° 1355 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,1368,09/11/2018,absent,False,,Scrutin n° 1368 du 09/11/2018 : l'amendement n° 1355 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,1368,09/11/2018,absent,False,,Scrutin n° 1368 du 09/11/2018 : l'amendement n° 1355 de M. Dharréville à l'article 39 et État B de la seconde partie du projet de loi de finances pour 2019 - Mission Travail et emploi (première lecture).,Budget : loi de finances 2019,Scrutins publics ordinaires,amendement
